F00000,15,1,M,P00084,F,19.20148726718565
F00001,1,3,M,P00097,M,37.15167627525329
F00001,1,3,S,P06866,F,30.73636074777722
F00001,1,3,C,P09685,M,5.1134617362465224
F00002,15,1,M,P00010,F,28.5733513258391
F00003,15,1,M,P00040,F,78.139696414593
F00004,11,7,M,P00014,M,44.39173015246701
F00004,11,7,S,P03737,F,38.84614732486562
F00004,11,7,P,P08973,M,70.38161113007767
F00004,11,7,P,P06385,F,70.30394044415225
F00004,11,7,C,P04377,F,8.786170220185966
F00004,11,7,C,P04252,M,2.2388479396151264
F00004,11,7,O,P09928,M,52.348968720016806
F00005,1,3,M,P00004,M,47.182603815341125
F00005,1,3,S,P05213,F,47.05837123990814
F00005,1,3,C,P09982,M,13.692026244346724
F00006,2,2,M,P00082,M,61.087911900306274
F00006,2,2,C,P09535,M,19.03464063866906
F00007,15,1,M,P00107,M,35.992643594959084
F00008,15,1,M,P00015,M,77.22426506868263
F00009,1,3,M,P00013,M,54.54174615403399
F00009,1,3,S,P01926,F,55.97076561704978
F00009,1,3,C,P07964,M,19.163725000012718
F00010,0,2,M,P00017,M,53.673768474410195
F00010,0,2,S,P05485,F,48.326027847240724
F00011,0,2,M,P00101,M,63.28422887429502
F00011,0,2,S,P06591,F,61.64850110424038
F00012,7,5,M,P00100,M,55.3364855050427
F00012,7,5,S,P04591,F,59.92710418267644
F00012,7,5,P,P02951,F,88.13188617858758
F00012,7,5,C,P08817,M,24.431836767695792
F00012,7,5,C,P09661,F,25.935658525854198
F00013,15,1,M,P00020,F,89.9940412235918
F00014,0,2,M,P00021,M,73.08583404893274
F00014,0,2,S,P01255,F,72.8375490668154
F00015,3,2,M,P00139,M,58.81241936147078
F00015,3,2,C,P07202,M,25.46806665763989
F00016,0,2,M,P00152,M,56.42704646020679
F00016,0,2,S,P01428,F,50.630713180334524
F00017,15,1,M,P00122,M,64.18028093242444
F00018,15,1,M,P00170,M,59.08376528331848
F00019,15,1,M,P00028,M,27.89870097556236
F00020,15,1,M,P00048,F,44.31523179862624
F00021,1,4,M,P00182,M,56.799842373562676
F00021,1,4,S,P06232,F,51.04551175396053
F00021,1,4,C,P08878,M,14.436583218466804
F00021,1,4,C,P02628,M,21.87016242330114
F00022,15,1,M,P00114,M,38.229180994849074
F00023,1,3,M,P00012,M,48.860861199201565
F00023,1,3,S,P03043,F,47.19576952618848
F00023,1,3,C,P09222,F,15.806113245477448
F00024,0,2,M,P00025,M,46.46596719296492
F00024,0,2,S,P03966,F,39.45526905053107
F00025,1,4,M,P00204,M,57.69184036757277
F00025,1,4,S,P06789,F,56.14094174066359
F00025,1,4,C,P03351,M,17.302012869977343
F00025,1,4,C,P02517,F,28.35594706691097
F00026,2,2,M,P00007,M,84.54993083389846
F00026,2,2,C,P04139,F,59.49549039458191
F00027,0,2,M,P00041,M,79.91536006564144
F00027,0,2,S,P05267,F,74.74267590453019
F00028,1,4,M,P00203,M,37.77952790838355
F00028,1,4,S,P02425,F,35.99773111004413
F00028,1,4,C,P00712,M,1.2286041485537085
F00028,1,4,C,P05470,F,2.885005712512587
F00029,3,4,M,P00068,F,50.9348670005067
F00029,3,4,C,P08418,M,20.532683566030798
F00029,3,4,C,P09424,F,27.452071182216862
F00029,3,4,C,P08267,F,25.071531999571008
F00030,15,1,M,P00039,F,32.6071468466584
F00031,15,1,M,P00033,M,46.90278602661723
F00032,15,1,M,P00058,M,28.93824913588563
F00033,1,4,M,P00003,M,34.13948755199892
F00033,1,4,S,P07146,F,37.05215757596902
F00033,1,4,C,P07658,F,3.210691461346584
F00033,1,4,C,P00699,M,0.6817354132428908
F00034,15,1,M,P00009,F,20.434383450851712
F00035,15,1,M,P00371,M,59.43395237390409
F00036,15,1,M,P00016,M,24.426864982612393
F00037,0,2,M,P00196,M,60.930652111225214
F00037,0,2,S,P06546,F,55.13123334752568
F00038,15,1,M,P00038,M,45.68607723732432
F00039,1,5,M,P00046,M,49.30126251109446
F00039,1,5,S,P06859,F,44.187383074704805
F00039,1,5,C,P02402,M,15.636737664217474
F00039,1,5,C,P05860,M,9.607710216510554
F00039,1,5,C,P07656,F,16.959002938754253
F00040,5,3,M,P00023,M,50.64656689604892
F00040,5,3,S,P07478,F,45.54779540169524
F00040,5,3,P,P07317,M,77.06986044712151
F00041,15,1,M,P00075,M,28.55385209433713
F00042,15,1,M,P00111,M,44.768877062029524
F00043,9,5,M,P00049,M,79.252159411462
F00043,9,5,S,P05029,F,77.4897241659922
F00043,9,5,C,P09818,M,39.60018629374559
F00043,9,5,O,P08105,M,48.15955925098371
F00043,9,5,O,P04307,F,82.98268771584874
F00044,1,3,M,P00022,M,31.449867214091803
F00044,1,3,S,P02563,F,34.47237211340645
F00044,1,3,C,P00837,M,1.8644307621257388
F00045,1,3,M,P00062,M,65.73762540815902
F00045,1,3,S,P06454,F,67.18239745225975
F00045,1,3,C,P07873,M,27.13417514755811
F00046,1,4,M,P00035,M,51.636357825750295
F00046,1,4,S,P09523,F,49.75015761028545
F00046,1,4,C,P03576,M,12.844760303163524
F00046,1,4,C,P06392,M,21.050577689663516
F00047,15,1,M,P00105,F,77.30783244663549
F00048,3,3,M,P00156,F,44.354617473521344
F00048,3,3,C,P03301,M,14.346050542872439
F00048,3,3,C,P03146,M,17.720938568409974
F00049,1,3,M,P00034,M,30.107199797991672
F00049,1,3,S,P05966,F,27.786264215855624
F00049,1,3,C,P03073,M,2.0944898845098985
F00050,1,4,M,P00211,M,61.33062462489047
F00050,1,4,S,P03011,F,62.79473879561252
F00050,1,4,C,P07512,M,27.995457085010294
F00050,1,4,C,P06301,M,22.947574201488525
F00051,0,2,M,P00212,M,81.70049961473133
F00051,0,2,S,P08948,F,76.6803606857578
F00052,0,2,M,P00037,M,72.36263966838307
F00052,0,2,S,P06207,F,70.79640184476884
F00053,0,2,M,P00238,M,84.29478657016067
F00053,0,2,S,P05591,F,79.36804643685537
F00054,0,2,M,P00045,M,74.79040576179706
F00054,0,2,S,P03933,F,71.2183699608843
F00055,15,1,M,P00074,F,30.50034666952738
F00056,15,1,M,P00008,F,72.39042482126932
F00057,15,1,M,P00079,F,38.91678447119214
F00058,15,1,M,P00053,M,54.40078119497497
F00059,15,1,M,P00088,F,91.84671402560353
F00060,15,1,M,P00029,M,21.234437840307223
F00061,15,1,M,P00222,M,61.998129302231675
F00062,15,1,M,P00072,F,29.29948560179743
F00063,15,1,M,P00413,M,56.87340106376887
F00064,0,2,M,P00436,M,58.24151985771041
F00064,0,2,S,P08246,F,52.76476451478863
F00065,1,4,M,P00076,M,72.42738211495167
F00065,1,4,S,P07423,F,68.95677905924475
F00065,1,4,C,P08848,M,34.169335584807236
F00065,1,4,C,P09743,M,32.98452510052861
F00066,1,4,M,P00117,M,27.933438913763634
F00066,1,4,S,P04675,F,25.81094667078772
F00066,1,4,C,P07233,F,0.06221365401583483
F00066,1,4,C,P09923,M,0.5822299043503211
F00067,15,1,M,P00018,F,74.40087969431902
F00068,3,2,M,P00160,F,27.247966866454274
F00068,3,2,C,P07912,M,2.242564365266037
F00069,1,3,M,P00334,M,63.80170667908225
F00069,1,3,S,P07849,F,68.49342018740946
F00069,1,3,C,P09605,M,36.06019312787337
F00070,1,4,M,P00055,M,46.926500393142454
F00070,1,4,S,P05735,F,44.408938553188335
F00070,1,4,C,P02655,F,16.09369340032068
F00070,1,4,C,P03902,M,13.486749241409042
F00071,9,5,M,P00080,M,69.4328173070898
F00071,9,5,S,P02979,F,73.94890189653324
F00071,9,5,C,P08823,F,41.055632590326
F00071,9,5,O,P08416,M,28.009327275377146
F00071,9,5,O,P08959,F,87.9365812826818
F00072,0,2,M,P00052,M,75.65782518453722
F00072,0,2,S,P05959,F,77.1798848826026
F00073,0,2,M,P00345,M,62.385171037995974
F00073,0,2,S,P09152,F,60.749848465377376
F00074,7,4,M,P00363,M,63.3005057395094
F00074,7,4,S,P05335,F,61.57725620485316
F00074,7,4,P,P01751,F,97.04429323149634
F00074,7,4,C,P08276,M,28.902673999717916
F00075,0,2,M,P00096,M,77.4480181641666
F00075,0,2,S,P07483,F,77.49406224309998
F00076,15,1,M,P00094,M,86.54138257668417
F00077,0,2,M,P00087,M,73.26037184912626
